Metabolite,HMDB Name,Shift (ppm),Hs,Type,J (Hz),Height,Physiological Charge,SMILES,InChlKey,pKa (Strongest Acidic),pKa (Strongest Basic),Blood,Urine,Feces,Saliva,Cerebrospinal Fluid (CSF),Amniotic Fluid,Aqueous Humour,Ascites Fluid,Breast Milk,Lymph,Sweat,Tears
Vaccenic acid,HMDB03231,5.405,1,m,NA,0.0391,-1,CCCCCC\C=C/CCCCCCCCCC(O)=O,InChIKey=UWHZIFQPPBDJPM-FPLPWBNLSA-N,11.41,-2.2,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
D-Ribose 5-phosphate,HMDB01548,5.405,2,m,NA,0.0534,-2,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,InChIKey=KTVPXOYAKDPRHY-SOOFDHNKSA-N,4.64,-6,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heparin,HMDB01394,5.405,2,br. s.,NA,0.0289,-6,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COS(O)(=O)=O)O[C@@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](O)O[C@H](O[C@H]3[C@H](O)[C@@H](OS(O)(=O)=O)C(O)O[C@H]3C(O)=O)[C@H](OS(O)(=O)=O)[C@H]2CS(O)(=O)=O)O[C@@H]1C(O)=O,InChIKey=ZFGMDIBRIDKWMY-PASTXAENSA-N,1.87,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maltotetraose,HMDB01296,5.405,6,m,NA,1,0,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)C(O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,InChIKey=LUEWUZLMQUOBSB-AYQJAVFRSA-N,3.23,5.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
D-Limonene,HMDB03375,5.415,1,br. s.,NA,0.0454,0,CC(=C)[C@H]1CCC(C)=CC1,InChIKey=XMGQYMWWDOXHJM-SNVBAGLBSA-N,14.58,-3,0.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7-Dehydrocholesterol,HMDB00032,5.415,2,m,NA,0.0972,0,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])C2=CC=C2C[C@@H](O)CC[C@]12C,InChIKey=UCTLRSWJYQTBFZ-DDPQNLDTSA-N,11.25,4.99,5,0.029,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
(+)-Limonene,HMDB04321,5.415,1,br. s.,NA,0.025,0,CC(=C)[C@@H]1CCC(C)=CC1,InChIKey=XMGQYMWWDOXHJM-JTQLQIEISA-N,1.86,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
D-Maltose,HMDB00163,5.415,1,d,3.89,0.5586,0,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,InChIKey=GUBGYTABKSRVRQ-DKBJLJRDSA-N,7.93,9.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Geraniol,HMDB05812,5.415,1,t,7,0.1697,0,CC(C)=CCC\C(C)=C/CO,InChIKey=GLZPCOQZEFWAFX-YFHOEESVSA-N,1.87,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glycogen,HMDB00757,5.415,4,br. s.,NA,0.009,0,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,InChIKey=BYSGBSNPRWKUQH-UJDJLXLFSA-N,2.54,-7.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glycyrrhetinic acid,HMDB11628,5.415,1,s,NA,0.3956,-1,CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O,InChIKey=MPDGHEJMBKOTSU-WFJWTYAKSA-N,1.86,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sucrose,HMDB00258,5.415,1,d,3.89,0.1911,0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,8.75,9.83,NaN,5.86275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin E2,HMDB01220,5.435,1,dd,NA,0.0348,-1,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,InChIKey=XEYBRNLFEZDVAW-ARSRFYASSA-N,3.84,-3.2,3.7,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stachyose,HMDB03553,5.435,1,d,3.8,0.3949,0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,InChIKey=UQZIYBXSHAGNOE-XNSRJBNMSA-N,14.58,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raffinose,HMDB03213,5.435,1,d,3.85,0.4544,0,OC[C@H]1O[C@@](CO)(OC2O[C@H](COC3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,InChIKey=MUPFEKGTMRGPLJ-BQCSWRFHSA-N,14.58,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin D2,HMDB01403,5.445,1,ddd,NA,0.0176,-1,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,InChIKey=BHMBVRSPMRCCGG-OUTUXVNYSA-N,3.65,5.53,2.00E-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SM(d18:1/18:0),HMDB01348,5.445,1,dd,15.01 6.54,0.0074,0,CCCCCCCCCCCCCCCCCC(=O)N[C@@]([H])(COP(O)(=O)OCC[N+](C)(C)C)[C@]([H])(O)\C=C\CCCCCCCCCCCCC,InChIKey=LKQLRGMMMAHREN-YJFXYUILSA-O,1.86,-6.7,157.1,NaN,NaN,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dimethylallylpyrophosphate,HMDB01120,5.445,1,m,NA,0.0079,-2,CC(C)=CCOP(O)(=O)OP(O)(O)=O,InChIKey=CBIDRCWHNCKSTO-UHFFFAOYSA-N,4.66,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glucosamine 6-sulfate,HMDB00592,5.445,1,d,3.63,0.2979,0,N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H](O)[C@@H]1O,InChIKey=MTDHILKWIRSIHB-QZABAPFNSA-N,3.2,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cis-4-Octenedioic acid,HMDB04982,5.455,1,t,4.58,0.2822,-2,OC(=O)CC\C=C/CCC(O)=O,InChIKey=LQVYKEXVMZXOAH-UPHRSURJSA-N,1.87,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Levoglucosan,HMDB00640,5.456,1,s,NA,1,0,[H][C@@]12OC[C@@H](O1)[C@@H](O)[C@H](O)[C@H]2O,InChIKey=TWNIBLMWSKIRAT-VFUOTHLCSA-N,4.15,-7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glucosamine 6-phosphate,HMDB01254,5.465,10,d,3.57,1,-1,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,InChIKey=XHMJOUIAFHJHBW-UKFBFLRUSA-N,7.82,9.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muramic acid,HMDB03254,5.465,1,d,3.63,0.3062,0,C[C@@H](O[C@H]1[C@@H](N)[C@H](O)O[C@H](CO)[C@H]1O)C(O)=O,InChIKey=MSFSPUZXLOGKHJ-LEISLEKSSA-N,14.58,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glucose 1-phosphate,HMDB01586,5.465,15,dd,7.37 3.43,0.6479,-2,OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,InChIKey=HXXFSFRBOHSIMQ-GASJEMHNSA-N,4.95,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5-Dodecenoic acid,HMDB00529,5.475,3,m,NA,0.0141,-1,CCCCCC\C=C/CCCC(O)=O,InChIKey=IJBFSOLHRKELLR-FPLPWBNLSA-N,-1.9,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingosine,HMDB00252,5.485,1,m,NA,0.0354,1,CCCCCCCCCCCCC\C=C\C(O)C(N)CO,InChIKey=WWUZIQQURGPMPG-CCEZHUSRSA-N,10.33,-2.7,0.05,3.85E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
D-Glucurono-6.3-lactone,HMDB06355,5.485,1,s,NA,0.4285,0,O[C@@H]1O[C@@H]2[C@@H](O)C(=O)O[C@@H]2[C@H]1O,InChIKey=OGLCQHRZUSEXNB-WHDMSYDLSA-N,2.95,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prostaglandin E1,HMDB01442,5.485,2,m,NA,0.0575,-1,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,InChIKey=GMVPRGQOIOIIMI-DWKJAMRDSA-N,0.83,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Thiamine,HMDB00235,5.485,3,s,NA,0.597,1,CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1,InChIKey=JZRWCGZRTZMZEH-UHFFFAOYSA-N,4.66,-3,NaN,0.22,NaN,0.247,0.0735,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin E2,HMDB01220,5.495,1,dd,NA,0.0284,-1,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,InChIKey=XEYBRNLFEZDVAW-ARSRFYASSA-N,3.84,-3.2,3.7,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hesperidin,HMDB03265,5.495,1,m,NA,0.031,0,COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(OC1O[C@H](CO[C@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]1O)C=C2O,InChIKey=QUQPHWDTPGMPEX-UNZJSITISA-N,14.58,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prostaglandin D2,HMDB01403,5.505,1,m,NA,0.0107,-1,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,InChIKey=BHMBVRSPMRCCGG-OUTUXVNYSA-N,3.65,5.53,2.00E-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uridine diphosphate-N-acetylglucosamine,HMDB00290,5.518,2,dd,7.14 3.29,0.063,-2,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,InChIKey=LFTYTUAZOPRMMI-CFRASDGPSA-N,4.67,-0.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5-Dodecenoic acid,HMDB00529,5.535,4,m,NA,0.0146,-1,CCCCCC\C=C/CCCC(O)=O,InChIKey=IJBFSOLHRKELLR-FPLPWBNLSA-N,-1.9,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpha-Hydroxyhippuric acid,HMDB02404,5.535,1,s,NA,0.8315,-1,OC(NC(=O)C1=CC=CC=C1)C(O)=O,InChIKey=GCWCVCCEIQXUQU-UHFFFAOYSA-N,4.17,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N-Stearoylsphingosine,HMDB00829,5.535,0,m,NA,5.00E-04,0,CCCCCCCCCCCCCCCCCC(=O)NC(CO)C(O)\C=C\CCCCCCCCCCCCC,InChIKey=VODZWWMEJITOND-OWWNRXNESA-N,1.23,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orotidine,HMDB00788,5.555,1,d,3.47,0.2276,-1,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C(=O)NC(=O)C=C1C(O)=O,InChIKey=FKCRAVPPBFWEJD-XVFCMESISA-N,12.5,-3.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Decanoylcarnitine,HMDB00651,5.585,1,m,NA,0.0379,0,CCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=LZOSYCMHQXPBFU-UHFFFAOYSA-N,5,-6.2,0.2005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Acetylcarnitine,HMDB00201,5.585,1,q,NA,0.0174,0,CC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=RDHQFKQIGNGIED-UHFFFAOYSA-N,4.95,-2.2,5.48,NaN,NaN,0.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Ethylacrylic acid,HMDB01862,5.585,1,br. s.,NA,0.2516,-1,CCC(=C)C(O)=O,InChIKey=WROUWQQRXUBECT-UHFFFAOYSA-N,3.28,9.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stearoylcarnitine,HMDB00848,5.595,1,m,NA,0.0049,0,CCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=FNPHNLNTJNMAEE-UHFFFAOYSA-N,0.83,5,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Palmitoylcarnitine,HMDB00222,5.595,3,dt,7.34,0.0433,0,CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,InChIKey=XOMRRQXKHMYMOC-OAQYLSRUSA-N,1.62,-0.58,0.113,0.5,NaN,0.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7-Dehydrocholesterol,HMDB00032,5.595,1,m,NA,0.0959,0,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])C2=CC=C2C[C@@H](O)CC[C@]12C,InChIKey=UCTLRSWJYQTBFZ-DDPQNLDTSA-N,11.25,4.99,5,0.029,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Citraconic acid,HMDB00634,5.613,7,d,1.54,0.1238,-2,C\C(=C\C(O)=O)C(O)=O,InChIKey=HNEGQIOMVPPMNR-IHWYPQMZSA-N,-1.4,9.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Hexanoylcarnitine,HMDB00756,5.615,1,m,NA,0.0088,0,CCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,InChIKey=VVPRQWTYSNDTEA-LLVKDONJSA-N,4.17,-3.3,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hexanoylcarnitine,HMDB00705,5.615,1,dt,NA,0.0326,0,CCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=VVPRQWTYSNDTEA-UHFFFAOYSA-N,11.39,-6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uridine diphosphate glucose,HMDB00286,5.615,1,dd,7.18 3.39,0.3258,-2,OC[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O,InChIKey=HSCJRCZFDFQWRP-LPTOLDDLSA-N,18.3,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Octanoylcarnitine,HMDB00791,5.625,1,m,NA,0.0341,0,CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,InChIKey=CXTATJFJDMJMIY-CYBMUJFWSA-N,3.6,3.19,0.1755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Isobutyryl-L-carnitine,HMDB00736,5.625,3,m,NA,0.0156,0,CC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=LRCNOZRCYBNMEP-UHFFFAOYSA-N,3.65,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3-Hexenedioic acid,HMDB00393,5.626,2,tt,3.86 2.01 1.70,0.3112,-2,OC(=O)C\C=C\CC(O)=O,InChIKey=YHGNXQAFNHCBTK-OWOJBTEDSA-N,4.38,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diphenhydramine,HMDB01927,5.628,1,s,NA,0.1255,1,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,InChIKey=ZZVUWRFHKOJYTH-UHFFFAOYSA-N,1.87,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Aldosterone,HMDB00037,5.635,2,s,NA,0.1014,0,C[C@]12CCC(=O)C=C1CCC1C3CC[C@H](C(=O)CO)[C@]3(C[C@H](O)C21)C=O,InChIKey=PQSUYGKTWSAVDQ-SRPWZAMTSA-N,4.03,-3,6.80E-05,0.01,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Isovalerylcarnitine,HMDB00688,5.635,1,m,NA,0.0138,0,CC(C)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=IGQBPDJNUXPEMT-UHFFFAOYSA-N,11.6,9.4,0.138,NaN,NaN,0.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-alpha.20-alpha-Dihydroxypregn-4-en-3-one,HMDB11653,5.635,1,s,NA,0.2142,0,[H][C@@]12CC[C@](O)([C@H](C)O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MASCESDECGBIBB-HNXXTFFGSA-N,1.86,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Methylbutyroylcarnitine,HMDB00378,5.645,1,dd,13.65 6.75,0.0193,0,CCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=IHCPDBBYTYJYIL-UHFFFAOYSA-N,1.86,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uridine diphosphategalactose,HMDB00302,5.645,1,dd,7.18 3.60,0.2265,-2,OC[C@H]1O[C@H](O[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O,InChIKey=HSCJRCZFDFQWRP-ABVWGUQPSA-N,4.48,-2.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cortisone,HMDB02802,5.655,1,s,NA,0.2507,0,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MFYSYFVPBJMHGN-ZPOLXVRWSA-N,17.79,2.77,0.0624,0.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bilirubin,HMDB00054,5.655,2,dd,NA,0.1799,-2,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1,InChIKey=BPYKTIZUTYGOLE-IFADSCNNSA-N,3.6,-0.54,11.6,NA,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SM(d18:1/18:0),HMDB01348,5.655,1,m,NA,0.0095,0,CCCCCCCCCCCCCCCCCC(=O)N[C@@]([H])(COP(O)(=O)OCC[N+](C)(C)C)[C@]([H])(O)\C=C\CCCCCCCCCCCCC,InChIKey=LKQLRGMMMAHREN-YJFXYUILSA-O,1.86,-6.7,157.1,NaN,NaN,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Senecioic acid,HMDB00509,5.665,1,dt,2.56 1.20,0.212,-1,CC(C)=CC(O)=O,InChIKey=YYPNJNDODFVZLE-UHFFFAOYSA-N,3.77,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3-Methylcrotonylglycine,HMDB00459,5.665,10,s,NA,0.304,-1,CC(C)=CC(=O)NCC(O)=O,InChIKey=PFWQSHXPNKRLIV-UHFFFAOYSA-N,3.52,-3.3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-cis-Retinoic acid,HMDB06219,5.675,1,s,NA,0.0422,-1,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,InChIKey=SHGAZHPCJJPHSC-XFYACQKRSA-N,0.38,-3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Hydroxyprogesterone,HMDB00374,5.675,4,s,NA,0.2077,0,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=DBPWSSGDRRHUNT-CEGNMAFCSA-N,7.36,-1.4,NaN,0.0013,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Perillyl alcohol,HMDB03634,5.685,1,m,3.58 2.39 1.17,0.0787,0,CC(=C)C1CCC(CO)=CC1,InChIKey=NDTYTMIUWGWIMO-UHFFFAOYSA-N,14.58,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Canrenone,HMDB03033,5.705,1,s,NA,0.0782,0,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,InChIKey=UJVLDDZCTMKXJK-WNHSNXHDSA-N,6.68,-0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7-Ketocholesterol,HMDB00501,5.715,1,d,1.6,0.0972,0,[H][C@@]12CCC([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)C=C2CC(O)CC[C@]12C,InChIKey=YIKKMWSQVKJCOP-QJFKPLHKSA-N,4.65,-6.7,0.056333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cholestenone,HMDB00921,5.745,1,s,NA,0.2196,0,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=NYOXRYYXRWJDKP-GYKMGIIDSA-N,0.83,7.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Testosterone,HMDB00234,5.754,1,s,NA,0.1002,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MUMGGOZAMZWBJJ-DYKIIFRCSA-N,4.56,-2.8,NaN,1.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Progesterone,HMDB01830,5.755,1,s,NA,0.2337,0,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=RJKFOVLPORLFTN-LEKSSAKUSA-N,11.17,-6.2,0.0025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Dehydroprogesterone,HMDB00995,5.755,1,s,NA,0.1826,0,[H][C@@]12CC=C(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=VRRHHTISESGZFN-RKFFNLMFSA-N,2.52,-0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deoxycorticosterone,HMDB00016,5.755,1,br. s.,NA,0.1064,0,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=ZESRJSPZRDMNHY-YFWFAHHUSA-N,-1.9,-2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Epitestosterone,HMDB00628,5.755,1,s,NA,0.0408,0,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MUMGGOZAMZWBJJ-KZYORJDKSA-N,3.89,4.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Androstenedione,HMDB00053,5.765,2,s,NA,0.0988,0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=AEMFNILZOJDQLW-QAGGRKNESA-N,18.2,-7.4,0.0059,0.0068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sphingosine,HMDB00252,5.765,1,m,NA,0.0372,1,CCCCCCCCCCCCC\C=C\C(O)C(N)CO,InChIKey=WWUZIQQURGPMPG-CCEZHUSRSA-N,10.33,-2.7,0.05,3.85E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Corticosterone,HMDB01547,5.775,1,s,NA,0.0633,0,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2.79,-0.13,0.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
